mes;linea;estacion;cantidad
11/2019;sarmiento;Ituzaingo;327491
11/2019;sarmiento;Liniers;628068
11/2018;sarmiento;Liniers;507665
11/2018;sarmiento;Merlo;879399
11/2019;sarmiento;Merlo;911656
11/2019;sarmiento;Miserere;262
11/2018;sarmiento;Miserere;219
11/2018;sarmiento;Moreno;864818
11/2019;sarmiento;Moreno;921916
11/2019;sarmiento;Morón;1027715
11/2018;sarmiento;Morón;916476
11/2018;sarmiento;Once;1601815
11/2019;sarmiento;Once;1723260
11/2019;sarmiento;"Paso del Rey";185979
11/2018;sarmiento;"Paso del Rey";225516
11/2018;sarmiento;"Ramos Mejía";477992
11/2019;sarmiento;"Ramos Mejía";510642
11/2019;sarmiento;"S.A de Padua";268703
11/2018;sarmiento;"S.A de Padua";270635
11/2018;sarmiento;"Villa Luro";103856
11/2019;sarmiento;"Villa Luro";109076
10/2019;belgranonorte;"Boulogne Sur";191366
10/2019;belgranonorte;"Del Viso";74355
10/2019;belgranonorte;"Don Torcuato";132309
10/2019;belgranonorte;Florida;40689
10/2019;belgranonorte;"Grand Bourg";215364
10/2019;belgranonorte;"Ing. P. Nogués";102764
10/2019;belgranonorte;"Los Polvorines";137156
10/2019;belgranonorte;Munro;115202
10/2019;belgranonorte;"R. S. Ortíz";71535
10/2019;belgranonorte;Retiro;504566
10/2019;belgranonorte;"Villa Adelina";141904
10/2019;belgranonorte;"Villa Rosa";75932
10/2019;belgranosur;"Aldo Bonzi";3374
10/2018;belgranosur;"Aldo Bonzi";4603
10/2018;belgranosur;"Buenos Aires";5
10/2019;belgranosur;"Buenos Aires";3
10/2019;belgranosur;Castello;71785
10/2018;belgranosur;Castello;62389
10/2018;belgranosur;Castillo;38932
10/2019;belgranosur;Castillo;49423
10/2019;belgranosur;"Eva Duarte";53180
10/2018;belgranosur;"Eva Duarte";51853
10/2018;belgranosur;Fournier;42893
10/2019;belgranosur;Fournier;44265
10/2019;belgranosur;"G. Catan";215967
10/2018;belgranosur;"G. Catan";176673
10/2018;belgranosur;"I. Casanova";28751
10/2019;belgranosur;"I. Casanova";34648
10/2019;belgranosur;Illia;29413
10/2018;belgranosur;Illia;26615
10/2018;belgranosur;Independencia;138485
10/2019;belgranosur;Independencia;137462
10/2019;belgranosur;"J. Ingenieros";5686
10/2018;belgranosur;"J. Ingenieros";4521
10/2018;belgranosur;"KM. 12";491
10/2019;belgranosur;"KM. 12";2808
10/2019;belgranosur;Laferrere;232593
10/2018;belgranosur;Laferrere;230877
10/2018;belgranosur;Libertad;34452
10/2019;belgranosur;Libertad;39487
10/2019;belgranosur;"M. Belgrano";45927
10/2018;belgranosur;"M. Belgrano";45561
10/2018;belgranosur;Mendeville;6566
10/2019;belgranosur;Mendeville;6495
10/2019;belgranosur;"Merlo Gomez";23296
10/2018;belgranosur;"Merlo Gomez";24893
10/2018;belgranosur;Querandi;32069
10/2019;belgranosur;Querandi;33307
10/2019;belgranosur;Saenz;271642
10/2018;belgranosur;Saenz;283528
10/2018;belgranosur;Tapiales;37552
10/2019;belgranosur;Tapiales;39269
10/2019;belgranosur;"V. Madero";81056
10/2018;belgranosur;"V. Madero";82477
10/2018;belgranosur;"V. Soldati";43265
10/2019;belgranosur;"V. Soldati";46470
10/2019;belgranosur;V.lugano;107652
10/2018;belgranosur;V.lugano;99516
10/2018;belgranosur;Villegas;6335
10/2019;belgranosur;Villegas;7172
10/2019;mitre;"3 De Febrero";57630
10/2018;mitre;"3 De Febrero";91273
10/2018;mitre;Acassuso;65892
10/2019;mitre;Acassuso;77789
10/2019;mitre;Beccar;89457
10/2018;mitre;Beccar;72978
10/2018;mitre;"Belgrano C.";338501
10/2019;mitre;"Belgrano C.";380424
10/2019;mitre;"Belgrano R.";198034
10/2018;mitre;"Belgrano R.";219041
10/2018;mitre;Benavidez;701
10/2019;mitre;Benavidez;253
10/2019;mitre;Carranza;185162
10/2018;mitre;Carranza;230278
10/2018;mitre;Carupa;91343
10/2019;mitre;Carupa;92302
10/2019;mitre;Centrangolo;16575
10/2018;mitre;Centrangolo;19384
10/2018;mitre;Chilavert;65321
10/2019;mitre;Chilavert;54694
10/2019;mitre;Coghlan;31950
10/2018;mitre;Coghlan;36630
10/2018;mitre;Colegiales;107808
10/2019;mitre;Colegiales;84978
10/2019;mitre;Drago;67021
10/2018;mitre;Drago;62543
10/2019;mitre;"El Talar";26
10/2019;mitre;Escobar;1591
10/2018;mitre;Escobar;2840
10/2018;mitre;Florida;26392
10/2019;mitre;Florida;21657
10/2019;mitre;Garin;996
10/2018;mitre;Garin;1259
10/2018;mitre;"Jose Leon Suarez";285058
10/2019;mitre;"Jose Leon Suarez";233987
10/2019;mitre;"Juan B. Justo";20012
10/2018;mitre;"Juan B. Justo";25269
10/2019;mitre;"L. De La Torre";57318
10/2019;mitre;"La Lucila";66819
10/2018;mitre;"La Lucila";69996
10/2018;mitre;"Lopez Camelo";113
10/2019;mitre;"Lopez Camelo";586
10/2019;mitre;Malaver;33336
10/2018;mitre;Malaver;35166
10/2019;mitre;"Maq. Savio";1294
10/2019;mitre;Martinez;173381
10/2018;mitre;Martinez;184658
10/2018;mitre;Matheu;2
10/2019;mitre;Matheu;985
10/2019;mitre;Migueletes;39012
10/2018;mitre;Migueletes;54916
10/2018;mitre;Mitre;75734
10/2019;mitre;Mitre;56380
10/2019;mitre;Nuñez;120845
10/2018;mitre;Nuñez;119889
10/2018;mitre;Olivos;98291
10/2019;mitre;Olivos;127467
10/2019;mitre;Pueyrredon;78266
10/2018;mitre;Pueyrredon;92011
10/2018;mitre;"Retiro (Suarez-Mitre)";729252
10/2019;mitre;"Retiro (Suarez-Mitre)";590286
10/2019;mitre;"Retiro (Tigre)";792257
10/2018;mitre;"Retiro (Tigre)";861893
10/2018;mitre;Rivadavia;53638
10/2019;mitre;Rivadavia;105632
10/2019;mitre;Saavedra;38385
10/2018;mitre;Saavedra;52647
10/2018;mitre;"San Andres";63417
10/2019;mitre;"San Andres";46191
10/2019;mitre;"San Fernando";135050
10/2018;mitre;"San Fernando";101129
10/2018;mitre;"San Isidro";337456
10/2019;mitre;"San Isidro";313973
10/2019;mitre;"San Martin";237343
10/2018;mitre;"San Martin";283621
10/2018;mitre;Tigre;334860
10/2019;mitre;Tigre;291891
10/2019;mitre;Urquiza;246798
10/2018;mitre;Urquiza;274257
10/2018;mitre;"V. Ballester";177806
10/2019;mitre;"V. Ballester";166197
10/2019;mitre;"Vicente Lopez";90137
10/2018;mitre;"Vicente Lopez";106316
10/2018;mitre;"Victoria Elect";82974
10/2019;mitre;"Victoria Elect";87331
10/2019;mitre;Virreyes;155933
10/2018;mitre;Virreyes;167986
10/2018;mitre;Zarate;322
10/2019;mitre;Zarate;616
10/2019;mitre;Zelaya;259
10/2018;mitre;Zelaya;496
10/2018;roca;"A. De Elia";3
10/2018;roca;"A. Petion";6281
10/2019;roca;"A. Petion";5405
10/2019;roca;A.korn;192275
10/2018;roca;A.korn;231126
10/2019;roca;Abbot;744
10/2019;roca;Adrogue;323061
10/2018;roca;Adrogue;352433
10/2019;roca;Altamirano;210
10/2019;roca;Ardigo;168697
10/2018;roca;Ardigo;147213
10/2018;roca;Banfield;642671
10/2019;roca;Banfield;587945
10/2019;roca;Berazategui;309697
10/2018;roca;Berazategui;289984
10/2018;roca;Bernal;148414
10/2019;roca;Bernal;191207
10/2019;roca;Bosques;113858
10/2018;roca;Bosques;115204
10/2018;roca;Brandsen;184
10/2019;roca;Brandsen;1472
10/2019;roca;Burzaco;497393
10/2018;roca;Burzaco;582419
10/2018;roca;Calzada;170609
10/2019;roca;Calzada;175236
10/2019;roca;Canuelas;28741
10/2018;roca;Canuelas;30886
10/2018;roca;Chascomus;644
10/2019;roca;Chascomus;3280
10/2019;roca;"City Bell";55422
10/2018;roca;"City Bell";49172
10/2018;roca;Claypole;321383
10/2019;roca;Claypole;310779
10/2019;roca;Constitucion;4525513
10/2018;roca;Constitucion;4734188
10/2018;roca;"Dario Y Maxi";316364
10/2019;roca;"Dario Y Maxi";270302
10/2019;roca;"Don Bosco";66374
10/2018;roca;"Don Bosco";65139
10/2018;roca;"El Jaguel";227378
10/2019;roca;"El Jaguel";212737
10/2019;roca;"Emp. Lobos";473
10/2019;roca;Escalada;174819
10/2018;roca;Escalada;166199
10/2018;roca;Ezeiza;535738
10/2019;roca;Ezeiza;529981
10/2019;roca;Ezpeleta;216726
10/2018;roca;Ezpeleta;220439
10/2018;roca;"F. Varela";303297
10/2019;roca;"F. Varela";339198
10/2019;roca;Gandara;146
10/2019;roca;Gerli;139865
10/2018;roca;Gerli;178127
10/2018;roca;Glew;717240
10/2019;roca;Glew;602098
10/2019;roca;Gonnet;33800
10/2018;roca;Gonnet;29885
10/2018;roca;Guernica;155494
10/2019;roca;Guernica;207798
10/2019;roca;Gutierrez;4268
10/2018;roca;Gutierrez;7888
10/2018;roca;"H. Espanol";16
10/2018;roca;Haedo;2651
10/2019;roca;Haedo;1155
10/2019;roca;Hudson;80406
10/2018;roca;Hudson;76179
10/2018;roca;"J. Marmol";63591
10/2019;roca;"J. Marmol";89899
10/2019;roca;Jeppener;1335
10/2018;roca;Jeppener;1
10/2018;roca;"Juan XXIII";1
10/2019;roca;"Juan XXIII";2
10/2019;roca;Kloosterman;523
10/2018;roca;Kloosterman;185
10/2018;roca;"Km. 33";6
10/2019;roca;"Km. 33";1
10/2018;roca;"Km. 34";7
10/2018;roca;"L. De Zamora";1210977
10/2019;roca;"L. De Zamora";1140104
10/2019;roca;"L. Guillon";149539
10/2018;roca;"L. Guillon";161085
10/2018;roca;"La Noria";3
10/2019;roca;"La Noria";4
10/2019;roca;"La Plata";367627
10/2018;roca;"La Plata";328377
10/2018;roca;Lanus;997612
10/2019;roca;Lanus;944551
10/2019;roca;Levene;1846
10/2018;roca;Levene;94
10/2018;roca;Llavallol;103258
10/2019;roca;Llavallol;104425
10/2019;roca;Lobos;2755
10/2019;roca;Longchamps;488426
10/2018;roca;Longchamps;518687
10/2018;roca;"Maximo Paz";12928
10/2019;roca;"Maximo Paz";10450
10/2019;roca;Monte;3893
10/2018;roca;Monte;8
10/2018;roca;"Monte Grande";600471
10/2019;roca;"Monte Grande";600808
10/2019;roca;Pereyra;4887
10/2018;roca;Pereyra;1223
10/2018;roca;Platanos;57227
10/2019;roca;Platanos;54753
10/2018;roca;Policlinico;184
10/2018;roca;Quilmes;428183
10/2019;roca;Quilmes;456232
10/2019;roca;Ranelagh;50117
10/2018;roca;Ranelagh;30872
10/2018;roca;Ringuelet;10235
10/2019;roca;Ringuelet;14163
10/2019;roca;"San Justo";203
10/2018;roca;"San Justo";330
10/2018;roca;"Santa Sofia";16004
10/2019;roca;"Santa Sofia";10934
10/2019;roca;Sarandi;59148
10/2018;roca;Sarandi;52084
10/2018;roca;Sourigues;30563
10/2019;roca;Sourigues;46239
10/2019;roca;Spegazzini;14530
10/2018;roca;Spegazzini;14123
10/2018;roca;Tablada;376
10/2019;roca;Tablada;357
10/2019;roca;Temperley;251385
10/2018;roca;Temperley;320104
10/2018;roca;Tolosa;6412
10/2019;roca;Tolosa;21252
10/2019;roca;"Tristan Suarez";25851
10/2018;roca;"Tristan Suarez";26852
10/2018;roca;Turdera;115207
10/2019;roca;Turdera;120752
10/2019;roca;"U. Ferroviaria";2512
10/2018;roca;"U. Ferroviaria";151
10/2019;roca;Universitario;35496
10/2019;roca;Uribelarrea;628
10/2019;roca;"V. Casares";1366
10/2018;roca;"V. Casares";114
10/2018;roca;"V. Dominico";43079
10/2019;roca;"V. Dominico";59606
10/2019;roca;"Villa Elisa";57078
10/2018;roca;"Villa Elisa";53244
10/2018;roca;"Villa Espana";32585
10/2019;roca;"Villa Espana";43941
10/2019;roca;Wilde;99620
10/2018;roca;Wilde;84897
10/2018;roca;Yrigoyen;106499
10/2019;roca;Yrigoyen;93502
10/2019;roca;Zeballos;120161
10/2018;roca;Zeballos;107695
10/2018;sanmartin;Astolfi;15889
10/2019;sanmartin;Astolfi;16286
10/2019;sanmartin;"B. Vista";130321
10/2018;sanmartin;"B. Vista";117149
10/2018;sanmartin;Cabred;4854
10/2019;sanmartin;Cabred;5480
10/2019;sanmartin;Caseros;203725
10/2018;sanmartin;Caseros;171470
10/2018;sanmartin;Chacarita;73
10/2019;sanmartin;Chacarita;32
10/2019;sanmartin;Derqui;154169
10/2018;sanmartin;Derqui;193708
10/2018;sanmartin;Hurlingham;99892
10/2019;sanmartin;Hurlingham;109041
10/2019;sanmartin;"J.C. Paz";526372
10/2018;sanmartin;"J.C. Paz";494683
10/2018;sanmartin;Manzanares;3266
10/2019;sanmartin;Manzanares;3631
10/2019;sanmartin;Muniz;79951
10/2018;sanmartin;Muniz;75384
10/2018;sanmartin;Palermo;225
10/2019;sanmartin;Palermo;355168
10/2019;sanmartin;Palomar;135015
10/2018;sanmartin;Palomar;106599
10/2018;sanmartin;Paternal;16
10/2019;sanmartin;Paternal;1
10/2019;sanmartin;Pilar;143164
10/2018;sanmartin;Pilar;180339
10/2018;sanmartin;Retiro;32
10/2019;sanmartin;Retiro;451851
10/2019;sanmartin;"S. Lugares";37523
10/2018;sanmartin;"S. Lugares";24494
10/2018;sanmartin;"Saenz Pena";128617
10/2019;sanmartin;"Saenz Pena";106910
10/2019;sanmartin;"San Miguel";372496
10/2018;sanmartin;"San Miguel";339212
10/2018;sanmartin;"Sol Y Verde";107138
10/2019;sanmartin;"Sol Y Verde";83008
10/2019;sanmartin;"V. Devoto";159353
10/2018;sanmartin;"V. Devoto";131517
10/2018;sanmartin;"V. Parque";339994
10/2019;sanmartin;"V. Parque";220162
10/2019;sanmartin;"W. Morris";67397
10/2018;sanmartin;"W. Morris";73189
10/2018;sarmiento;Caballito;210224
10/2019;sarmiento;Caballito;207636
10/2019;sarmiento;Castelar;298200
10/2018;sarmiento;Castelar;283780
10/2018;sarmiento;Ciudadela;175993
10/2019;sarmiento;Ciudadela;175939
10/2019;sarmiento;Flores;288813
10/2018;sarmiento;Flores;282483
10/2018;sarmiento;Floresta;158197
10/2019;sarmiento;Floresta;174109
10/2019;sarmiento;Haedo;185499
10/2018;sarmiento;Haedo;189116
10/2018;sarmiento;Ituzaingo;332312
10/2019;sarmiento;Ituzaingo;338596
10/2019;sarmiento;Liniers;696078
10/2018;sarmiento;Liniers;524821
10/2018;sarmiento;Merlo;997104
10/2019;sarmiento;Merlo;1002814
10/2019;sarmiento;Miserere;264
10/2018;sarmiento;Miserere;283
10/2018;sarmiento;Moreno;955968
10/2019;sarmiento;Moreno;984504
10/2019;sarmiento;Morón;1083420
10/2018;sarmiento;Morón;955233
10/2018;sarmiento;Once;1822588
10/2019;sarmiento;Once;1842933
10/2019;sarmiento;"Paso del Rey";228269
10/2018;sarmiento;"Paso del Rey";246380
10/2018;sarmiento;"Ramos Mejía";531445
10/2019;sarmiento;"Ramos Mejía";547342
10/2019;sarmiento;"S.A de Padua";289109
10/2018;sarmiento;"S.A de Padua";306271
10/2018;sarmiento;"Villa Luro";117906
10/2019;sarmiento;"Villa Luro";125904
09/2019;belgranonorte;"A. del Valle ";3
09/2019;belgranonorte;"Boulogne Sur";187701
09/2019;belgranonorte;"Del Viso";75077
09/2019;belgranonorte;"Don Torcuato";128421
09/2019;belgranonorte;Florida;38805
09/2019;belgranonorte;"Grand Bourg";209951
09/2019;belgranonorte;"Ing. P. Nogués";104634
09/2019;belgranonorte;"Los Polvorines";139573
09/2019;belgranonorte;Munro;114189
09/2019;belgranonorte;"R. S. Ortíz";75840
09/2019;belgranonorte;Retiro;506143
09/2019;belgranonorte;"Villa Adelina";136291
09/2019;belgranonorte;"Villa Rosa";76469
09/2019;belgranosur;"Aldo Bonzi";3423
09/2018;belgranosur;"Aldo Bonzi";3396
09/2018;belgranosur;"Buenos Aires";10
09/2019;belgranosur;"Buenos Aires";2
09/2019;belgranosur;Castello;73918
09/2018;belgranosur;Castello;60258
09/2018;belgranosur;Castillo;37696
09/2019;belgranosur;Castillo;47888
09/2019;belgranosur;"Eva Duarte";55134
09/2018;belgranosur;"Eva Duarte";46783
09/2018;belgranosur;Fournier;36224
09/2019;belgranosur;Fournier;43257
09/2019;belgranosur;"G. Catan";217201
09/2018;belgranosur;"G. Catan";160763
09/2018;belgranosur;"I. Casanova";27566
09/2019;belgranosur;"I. Casanova";32448
09/2019;belgranosur;Illia;29756
09/2018;belgranosur;Illia;23089
09/2018;belgranosur;Independencia;126765
09/2019;belgranosur;Independencia;139583
09/2018;belgranosur;"Ing. Budge";1
09/2018;belgranosur;"J. Ingenieros";4154
09/2019;belgranosur;"J. Ingenieros";5542
09/2019;belgranosur;"KM. 12";2564
09/2018;belgranosur;"KM. 12";2186
09/2018;belgranosur;Laferrere;212851
09/2019;belgranosur;Laferrere;239606
09/2019;belgranosur;Libertad;38697
09/2018;belgranosur;Libertad;30786
09/2018;belgranosur;"M. Belgrano";43868
09/2019;belgranosur;"M. Belgrano";43313
09/2019;belgranosur;Mendeville;6109
09/2018;belgranosur;Mendeville;4737
09/2018;belgranosur;"Merlo Gomez";25399
09/2019;belgranosur;"Merlo Gomez";23062
09/2018;belgranosur;"Puente Alsina";1
09/2018;belgranosur;Querandi;27963
09/2019;belgranosur;Querandi;34579
09/2019;belgranosur;Saenz;276447
09/2018;belgranosur;Saenz;260839
09/2018;belgranosur;Tapiales;33148
09/2019;belgranosur;Tapiales;39143
09/2019;belgranosur;"V. Madero";78499
09/2018;belgranosur;"V. Madero";69378
09/2018;belgranosur;"V. Soldati";37142
09/2019;belgranosur;"V. Soldati";44221
09/2019;belgranosur;V.lugano;105094
09/2018;belgranosur;V.lugano;89634
09/2018;belgranosur;Villegas;6066
09/2019;belgranosur;Villegas;7319
09/2019;mitre;"3 De Febrero";62353
09/2018;mitre;"3 De Febrero";72303
09/2018;mitre;Acassuso;57084
09/2019;mitre;Acassuso;76371
09/2019;mitre;Beccar;84050
09/2018;mitre;Beccar;61146
09/2018;mitre;"Belgrano C.";264027
09/2019;mitre;"Belgrano C.";393158
09/2019;mitre;"Belgrano R.";188013
09/2018;mitre;"Belgrano R.";191396
09/2018;mitre;Benavidez;640
09/2019;mitre;Benavidez;355
09/2019;mitre;Carranza;188968
09/2018;mitre;Carranza;206845
09/2018;mitre;Carupa;81147
09/2019;mitre;Carupa;80756
09/2019;mitre;Centrangolo;16495
09/2018;mitre;Centrangolo;17187
09/2018;mitre;Chilavert;56523
09/2019;mitre;Chilavert;53352
09/2019;mitre;Coghlan;30505
09/2018;mitre;Coghlan;7137
09/2018;mitre;Colegiales;95774
09/2019;mitre;Colegiales;92464
09/2019;mitre;Drago;66095
09/2018;mitre;Drago;58666
09/2018;mitre;"El Talar";36
09/2019;mitre;"El Talar";26
09/2019;mitre;Escobar;2408
09/2018;mitre;Escobar;2417
09/2018;mitre;Florida;22871
09/2019;mitre;Florida;20851
09/2019;mitre;Garin;1347
09/2018;mitre;Garin;1700
09/2018;mitre;"Jose Leon Suarez";253945
09/2019;mitre;"Jose Leon Suarez";220646
09/2019;mitre;"Juan B. Justo";19998
09/2018;mitre;"Juan B. Justo";22599
09/2019;mitre;"L. De La Torre";26895
09/2019;mitre;"La Lucila";63854
09/2018;mitre;"La Lucila";30993
09/2018;mitre;"Lopez Camelo";46
09/2019;mitre;"Lopez Camelo";1154
09/2019;mitre;Malaver;31592
09/2018;mitre;Malaver;31938
09/2018;mitre;"Maq. Savio";1915
09/2019;mitre;"Maq. Savio";2040
09/2019;mitre;Martinez;170820
09/2018;mitre;Martinez;157542
09/2018;mitre;Matheu;1251
09/2019;mitre;Matheu;1460
09/2019;mitre;Migueletes;38845
09/2018;mitre;Migueletes;40686
09/2018;mitre;Mitre;69294
09/2019;mitre;Mitre;54673
09/2018;mitre;Nu;101611
09/2019;mitre;Nuñez;125021
09/2019;mitre;Olivos;122756
09/2018;mitre;Olivos;81280
09/2018;mitre;Pueyrredon;80826
09/2019;mitre;Pueyrredon;74291
09/2019;mitre;"Retiro (Suarez-Mitre)";585717
09/2018;mitre;"Retiro (Suarez-Mitre)";639816
09/2018;mitre;"Retiro (Tigre)";688849
09/2019;mitre;"Retiro (Tigre)";760277
09/2019;mitre;Rivadavia;89596
09/2018;mitre;Rivadavia;67393
09/2018;mitre;Saavedra;46522
09/2019;mitre;Saavedra;37999
09/2019;mitre;"San Andres";45129
09/2018;mitre;"San Andres";53214
09/2018;mitre;"San Fernando";83069
09/2019;mitre;"San Fernando";135037
09/2019;mitre;"San Isidro";310383
09/2018;mitre;"San Isidro";289829
09/2018;mitre;"San Martin";254749
09/2019;mitre;"San Martin";231016
09/2019;mitre;Tigre;324001
09/2018;mitre;Tigre;249791
09/2018;mitre;Urquiza;243801
09/2019;mitre;Urquiza;231002
09/2019;mitre;"V. Ballester";157613
09/2018;mitre;"V. Ballester";159148
09/2018;mitre;"Vicente Lopez";89516
09/2019;mitre;"Vicente Lopez";89379
09/2019;mitre;"Victoria Elect";85195
09/2018;mitre;"Victoria Elect";77364
09/2018;mitre;Virreyes;140137
09/2019;mitre;Virreyes;157870
09/2019;mitre;Zarate;767
09/2018;mitre;Zarate;305
09/2018;mitre;Zelaya;390
09/2019;mitre;Zelaya;265
09/2019;roca;"A. De Elia";7
09/2018;roca;"A. De Elia";17
09/2018;roca;"A. Petion";5979
09/2019;roca;"A. Petion";5255
09/2019;roca;A.korn;183516
09/2018;roca;A.korn;207211
09/2019;roca;Abbot;850
09/2019;roca;Adrogue;316027
09/2018;roca;Adrogue;319439
09/2019;roca;Altamirano;162
09/2019;roca;Ardigo;167409
09/2018;roca;Ardigo;128095
09/2018;roca;Banfield;568711
09/2019;roca;Banfield;566026
09/2019;roca;Berazategui;305670
09/2018;roca;Berazategui;249270
09/2018;roca;Bernal;118000
09/2019;roca;Bernal;188454
09/2019;roca;Bosques;110465
09/2018;roca;Bosques;84140
09/2018;roca;Brandsen;683
09/2019;roca;Brandsen;1419
09/2019;roca;Brian;3
09/2019;roca;Burzaco;479312
09/2018;roca;Burzaco;515017
09/2018;roca;Calzada;154674
09/2019;roca;Calzada;168114
09/2019;roca;Canuelas;29382
09/2018;roca;Canuelas;27450
09/2018;roca;Chascomus;1354
09/2019;roca;Chascomus;3479
09/2019;roca;"City Bell";58381
09/2018;roca;"City Bell";47638
09/2018;roca;Claypole;291537
09/2019;roca;Claypole;298225
09/2019;roca;Constitucion;4410897
09/2018;roca;Constitucion;4178554
09/2018;roca;"Dario Y Maxi";286010
09/2019;roca;"Dario Y Maxi";267260
09/2019;roca;"Don Bosco";63936
09/2018;roca;"Don Bosco";50118
09/2018;roca;"El Jaguel";146348
09/2019;roca;"El Jaguel";205409
09/2019;roca;"Emp. Lobos";475
09/2019;roca;Escalada;171561
09/2018;roca;Escalada;144341
09/2018;roca;Ezeiza;495371
09/2019;roca;Ezeiza;522281
09/2019;roca;Ezpeleta;210088
09/2018;roca;Ezpeleta;163801
09/2018;roca;"F. Varela";250948
09/2019;roca;"F. Varela";334632
09/2019;roca;Gandara;16
09/2019;roca;Gerli;138610
09/2018;roca;Gerli;155050
09/2018;roca;Glew;652293
09/2019;roca;Glew;603271
09/2019;roca;Gonnet;36572
09/2018;roca;Gonnet;24575
09/2018;roca;Guernica;136975
09/2019;roca;Guernica;198119
09/2019;roca;Gutierrez;4618
09/2018;roca;Gutierrez;5701
09/2018;roca;"H. Espanol";15
09/2018;roca;Haedo;2120
09/2019;roca;Haedo;1455
09/2019;roca;Hudson;80776
09/2018;roca;Hudson;67300
09/2018;roca;"J. Marmol";53359
09/2019;roca;"J. Marmol";87227
09/2019;roca;Jeppener;422
09/2018;roca;Jeppener;3
09/2018;roca;"Juan XXIII";8
09/2019;roca;"Juan XXIII";3
09/2019;roca;Kloosterman;602
09/2018;roca;Kloosterman;198
09/2018;roca;"Km. 33";1
09/2019;roca;"Km. 33";3
09/2019;roca;"Km. 34";4
09/2018;roca;"Km. 34";3
09/2018;roca;"L. De Zamora";1089927
09/2019;roca;"L. De Zamora";1108713
09/2019;roca;"L. Guillon";145323
09/2018;roca;"L. Guillon";144731
09/2018;roca;"La Noria";2
09/2018;roca;"La Plata";327390
09/2019;roca;"La Plata";370193
09/2019;roca;Lanus;926305
09/2018;roca;Lanus;899907
09/2018;roca;Levene;74
09/2019;roca;Levene;1599
09/2019;roca;Llavallol;104535
09/2018;roca;Llavallol;94976
09/2019;roca;Lobos;2964
09/2019;roca;Longchamps;475363
09/2018;roca;Longchamps;479639
09/2018;roca;"Maximo Paz";723
09/2019;roca;"Maximo Paz";11182
09/2019;roca;Monte;4143
09/2018;roca;Monte;149
09/2018;roca;"Monte Grande";542941
09/2019;roca;"Monte Grande";592430
09/2019;roca;Pereyra;5460
09/2018;roca;Pereyra;822
09/2018;roca;Platanos;54539
09/2019;roca;Platanos;54731
09/2018;roca;Policlinico;165
09/2018;roca;Quilmes;360725
09/2019;roca;Quilmes;445259
09/2019;roca;Ranelagh;50087
09/2018;roca;Ranelagh;13464
09/2018;roca;Ringuelet;9477
09/2019;roca;Ringuelet;14785
09/2019;roca;"San Justo";364
09/2018;roca;"San Justo";319
09/2018;roca;"Santa Sofia";14518
09/2019;roca;"Santa Sofia";11343
09/2019;roca;Sarandi;59229
09/2018;roca;Sarandi;43387
09/2018;roca;Sourigues;14813
09/2019;roca;Sourigues;44976
09/2019;roca;Spegazzini;15183
09/2018;roca;Spegazzini;12374
09/2018;roca;Tablada;321
09/2019;roca;Tablada;440
09/2019;roca;Temperley;246052
09/2018;roca;Temperley;285344
09/2018;roca;Tolosa;14493
09/2019;roca;Tolosa;22355
09/2019;roca;"Tristan Suarez";26015
09/2018;roca;"Tristan Suarez";20773
09/2018;roca;Turdera;103273
09/2019;roca;Turdera;118529
09/2019;roca;"U. Ferroviaria";2693
09/2018;roca;"U. Ferroviaria";133
09/2019;roca;Universitario;35676
09/2019;roca;Uribelarrea;851
09/2019;roca;"V. Casares";1630
09/2018;roca;"V. Casares";117
09/2018;roca;"V. Dominico";4833
09/2019;roca;"V. Dominico";60311
09/2019;roca;"Villa Elisa";52341
09/2018;roca;"Villa Elisa";41080
09/2018;roca;"Villa Espana";9436
09/2019;roca;"Villa Espana";42342
09/2019;roca;Wilde;97521
09/2018;roca;Wilde;64547
09/2018;roca;Yrigoyen;92149
09/2019;roca;Yrigoyen;86486
09/2019;roca;Zeballos;117089
09/2018;roca;Zeballos;91048
09/2018;sanmartin;Astolfi;14609
09/2019;sanmartin;Astolfi;16644
09/2019;sanmartin;"B. Vista";125214
09/2018;sanmartin;"B. Vista";105581
09/2018;sanmartin;Cabred;3829
09/2019;sanmartin;Cabred;5437
09/2019;sanmartin;Caseros;197214
09/2018;sanmartin;Caseros;152114
09/2018;sanmartin;Chacarita;69
09/2019;sanmartin;Chacarita;15
09/2019;sanmartin;Derqui;150024
09/2018;sanmartin;Derqui;175563
09/2018;sanmartin;Hurlingham;88081
09/2019;sanmartin;Hurlingham;106765
09/2019;sanmartin;"J.C. Paz";528923
09/2018;sanmartin;"J.C. Paz";445205
09/2018;sanmartin;Manzanares;2406
09/2019;sanmartin;Manzanares;3537
09/2019;sanmartin;Muniz;76590
09/2018;sanmartin;Muniz;68080
09/2018;sanmartin;Palermo;179
09/2019;sanmartin;Palermo;338214
09/2019;sanmartin;Palomar;130479
09/2018;sanmartin;Palomar;96744
09/2018;sanmartin;Paternal;15
09/2019;sanmartin;Paternal;3
09/2019;sanmartin;Pilar;156350
09/2018;sanmartin;Pilar;159931
09/2018;sanmartin;Retiro;91
09/2019;sanmartin;Retiro;422802
09/2019;sanmartin;"S. Lugares";35268
09/2018;sanmartin;"S. Lugares";21351
09/2018;sanmartin;"Saenz Pena";117309
09/2019;sanmartin;"Saenz Pena";103849
09/2019;sanmartin;"San Miguel";362796
